oare_id,pn_name,pn_sources,pn_variants,spellings_checked,translation,transliteration
153890a3-0403-4aaf-979e-304f4909e49e,Šu-Bēlum,onomasticon,Šu-Bēlum,šu-be; šu-be-lam,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 -textiles, 16.6666 minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of Iliya('s shipment). From the City until Kanesh the toll-and-fees amounted to 4 minas 6 1 / 4 shekels per talent, the head-tax to 15 shekels per person. I paid 17 minas 54 shekels. 16.6666 shekels shortage of hand tin. For 4 porters from Timilkiya until hurama at 26 shekels each I paid 1 mina 44 shekels (of tin). 3 minas 45 shekels (of tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock. They took the donkeys away during the campaign and I paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of Kukū, 5 shekels for his sandals. In all 24 minas 10.8333 shekels. After the 16.8333 minas of hand tin had been spent 8 minas 30.6666 shekels of tin will be balanced (to him). Of the 17 -textiles they took 1 as import-tax, they balanced him 2.5 shekels of silver; 1.5 textile and 1.5 shekel of silver (balanced) are his tithe. His share in the losses amounted to 1.5 shekels of silver. For the 2.5 textiles which the palace took, Aššur-ṣulūlī received 0.5 mina of silver. Separately Aššur-ṣulūlī took 5 11 / 12 shekels of silver as his one-third-share. The rest of his textiles, 12 pieces, 3 talents 15 minas of tin with your seals, 4 dark textiles, its wrapping, 2 black donkeys with their harness, I entrusted to Aššur-ṣulūlī in the presence of Šu-Bēlum, son of Amur-ilī, (and) of Puzur-Aššur, son of Itūr-ilī.",3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-sú 17 TÚG ku-ta-nu 16.6666 ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠU.NÍGIN 4 GÚ 18 ma-na AN.NA a-wi-it i-li-a iš-tù a-lim{ki} a-di kà-ni-iš 1 GÚ-tám 4 ma-na 6.25 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-um 17.8333 ma-na 4 GÍN áš-qúl 16.6666 GÍN mu-ṭá AN.NA-ak qá-tim 4 ša bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di ḫu-ra-ma 0.3333 ma-na 6 GÍN.TA 1.6666 ma-na 4 GÍN áš-qúl 3.6666 ma-na 5 GÍN ú-kúl-ti 2 ANŠE ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re i sí-kà-tim it-ru-ú-ma a-pá-ṭá-ri-šu-nu 0.8333 ma-na AN.NA áš-qúl 0.5 ma-na 6 GÍN AN.NA a-na 1 TÚG ša ku-ku-ú 5 GÍN a-na šé-né-šu ŠU.NÍGIN 24 ma-na 10.8333 GÍN iš-tù 16.8333 ma-na AN.NA-ak qá-tim gám-ru 8.5 ma-na 0.6666 GÍN AN.NA i-na-pá-al i-na 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ḫa-tim il₅-qé-ú 2.5 GÍN KÙ.BABBAR i-pu-lu-šu-um 1.5 TÚG ù 1.5 GÍN KÙ.BABBAR iš-ra-tù-šu i ḫu-lu-qá-e 1.5 GÍN KÙ.
153890a3-0403-4aaf-979e-304f4909e49e,Amur-ilī,lexicon; onomasticon,Amur-ilī,a-mu-ur-dingir; a-mur-dingir; a-mur-dingir-ma; a-mur-dingir-su; a-mur-i-lu-um; a-mur-ili5; a-mur-ì-lí; za-mur-ì-lí; {m}a-mur-dingir,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 -textiles, 16.6666 minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of Iliya('s shipment). From the City until Kanesh the toll-and-fees amounted to 4 minas 6 1 / 4 shekels per talent, the head-tax to 15 shekels per person. I paid 17 minas 54 shekels. 16.6666 shekels shortage of hand tin. For 4 porters from Timilkiya until hurama at 26 shekels each I paid 1 mina 44 shekels (of tin). 3 minas 45 shekels (of tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock. They took the donkeys away during the campaign and I paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of Kukū, 5 shekels for his sandals. In all 24 minas 10.8333 shekels. After the 16.8333 minas of hand tin had been spent 8 minas 30.6666 shekels of tin will be balanced (to him). Of the 17 -textiles they took 1 as import-tax, they balanced him 2.5 shekels of silver; 1.5 textile and 1.5 shekel of silver (balanced) are his tithe. His share in the losses amounted to 1.5 shekels of silver. For the 2.5 textiles which the palace took, Aššur-ṣulūlī received 0.5 mina of silver. Separately Aššur-ṣulūlī took 5 11 / 12 shekels of silver as his one-third-share. The rest of his textiles, 12 pieces, 3 talents 15 minas of tin with your seals, 4 dark textiles, its wrapping, 2 black donkeys with their harness, I entrusted to Aššur-ṣulūlī in the presence of Šu-Bēlum, son of Amur-ilī, (and) of Puzur-Aššur, son of Itūr-ilī.",3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-sú 17 TÚG ku-ta-nu 16.6666 ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠU.NÍGIN 4 GÚ 18 ma-na AN.NA a-wi-it i-li-a iš-tù a-lim{ki} a-di kà-ni-iš 1 GÚ-tám 4 ma-na 6.25 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-um 17.8333 ma-na 4 GÍN áš-qúl 16.6666 GÍN mu-ṭá AN.NA-ak qá-tim 4 ša bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di ḫu-ra-ma 0.3333 ma-na 6 GÍN.TA 1.6666 ma-na 4 GÍN áš-qúl 3.6666 ma-na 5 GÍN ú-kúl-ti 2 ANŠE ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re i sí-kà-tim it-ru-ú-ma a-pá-ṭá-ri-šu-nu 0.8333 ma-na AN.NA áš-qúl 0.5 ma-na 6 GÍN AN.NA a-na 1 TÚG ša ku-ku-ú 5 GÍN a-na šé-né-šu ŠU.NÍGIN 24 ma-na 10.8333 GÍN iš-tù 16.8333 ma-na AN.NA-ak qá-tim gám-ru 8.5 ma-na 0.6666 GÍN AN.NA i-na-pá-al i-na 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ḫa-tim il₅-qé-ú 2.5 GÍN KÙ.BABBAR i-pu-lu-šu-um 1.5 TÚG ù 1.5 GÍN KÙ.BABBAR iš-ra-tù-šu i ḫu-lu-qá-e 1.5 GÍN KÙ.
153890a3-0403-4aaf-979e-304f4909e49e,Puzur-Aššur,lexicon; onomasticon,Puzur-Aššur,ma-na-šur; man-a-šur; man-a-šur-ma; man-a-šùr; man-a-šùr-ma; puzur2-a-šur; puzur2-a-šùr; puzur4-a-šur; puzur4-a-šur-ma; puzur4-a-šùr; puzur4-a-šùr-ma; puzur4.a-šur; puzur4={d}a-šùr; púzur-a-šur; púzur-a-šur-ma; púzur-a-šùr; púzur-a-šùr-ma; {m}puzur4-a-šùr; {m}púzur-a-šur; {m}púzur-a-šùr,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 -textiles, 16.6666 minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of Iliya('s shipment). From the City until Kanesh the toll-and-fees amounted to 4 minas 6 1 / 4 shekels per talent, the head-tax to 15 shekels per person. I paid 17 minas 54 shekels. 16.6666 shekels shortage of hand tin. For 4 porters from Timilkiya until hurama at 26 shekels each I paid 1 mina 44 shekels (of tin). 3 minas 45 shekels (of tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock. They took the donkeys away during the campaign and I paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of Kukū, 5 shekels for his sandals. In all 24 minas 10.8333 shekels. After the 16.8333 minas of hand tin had been spent 8 minas 30.6666 shekels of tin will be balanced (to him). Of the 17 -textiles they took 1 as import-tax, they balanced him 2.5 shekels of silver; 1.5 textile and 1.5 shekel of silver (balanced) are his tithe. His share in the losses amounted to 1.5 shekels of silver. For the 2.5 textiles which the palace took, Aššur-ṣulūlī received 0.5 mina of silver. Separately Aššur-ṣulūlī took 5 11 / 12 shekels of silver as his one-third-share. The rest of his textiles, 12 pieces, 3 talents 15 minas of tin with your seals, 4 dark textiles, its wrapping, 2 black donkeys with their harness, I entrusted to Aššur-ṣulūlī in the presence of Šu-Bēlum, son of Amur-ilī, (and) of Puzur-Aššur, son of Itūr-ilī.",3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-sú 17 TÚG ku-ta-nu 16.6666 ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠU.NÍGIN 4 GÚ 18 ma-na AN.NA a-wi-it i-li-a iš-tù a-lim{ki} a-di kà-ni-iš 1 GÚ-tám 4 ma-na 6.25 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-um 17.8333 ma-na 4 GÍN áš-qúl 16.6666 GÍN mu-ṭá AN.NA-ak qá-tim 4 ša bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di ḫu-ra-ma 0.3333 ma-na 6 GÍN.TA 1.6666 ma-na 4 GÍN áš-qúl 3.6666 ma-na 5 GÍN ú-kúl-ti 2 ANŠE ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re i sí-kà-tim it-ru-ú-ma a-pá-ṭá-ri-šu-nu 0.8333 ma-na AN.NA áš-qúl 0.5 ma-na 6 GÍN AN.NA a-na 1 TÚG ša ku-ku-ú 5 GÍN a-na šé-né-šu ŠU.NÍGIN 24 ma-na 10.8333 GÍN iš-tù 16.8333 ma-na AN.NA-ak qá-tim gám-ru 8.5 ma-na 0.6666 GÍN AN.NA i-na-pá-al i-na 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ḫa-tim il₅-qé-ú 2.5 GÍN KÙ.BABBAR i-pu-lu-šu-um 1.5 TÚG ù 1.5 GÍN KÙ.BABBAR iš-ra-tù-šu i ḫu-lu-qá-e 1.5 GÍN KÙ.
153890a3-0403-4aaf-979e-304f4909e49e,Itūr-ilī,lexicon; onomasticon,Itūr-ilī,i-tur4-dingir; i-tur4-dingir-lim; i-tur4-dingir-ma; i-tur4-ì-lí; i-tù-ur-; i-tù-ur-dingir; i-tùr-dingir; {m}i-tur4-dingir,"3 talents 15 minas of tin under seals, 4 dark textiles, its wrapping, 17 -textiles, 16.6666 minas of loose tin, 2 black donkeys - in all 4 talents 18 minas of tin, the value of Iliya('s shipment). From the City until Kanesh the toll-and-fees amounted to 4 minas 6 1 / 4 shekels per talent, the head-tax to 15 shekels per person. I paid 17 minas 54 shekels. 16.6666 shekels shortage of hand tin. For 4 porters from Timilkiya until hurama at 26 shekels each I paid 1 mina 44 shekels (of tin). 3 minas 45 shekels (of tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock. They took the donkeys away during the campaign and I paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of Kukū, 5 shekels for his sandals. In all 24 minas 10.8333 shekels. After the 16.8333 minas of hand tin had been spent 8 minas 30.6666 shekels of tin will be balanced (to him). Of the 17 -textiles they took 1 as import-tax, they balanced him 2.5 shekels of silver; 1.5 textile and 1.5 shekel of silver (balanced) are his tithe. His share in the losses amounted to 1.5 shekels of silver. For the 2.5 textiles which the palace took, Aššur-ṣulūlī received 0.5 mina of silver. Separately Aššur-ṣulūlī took 5 11 / 12 shekels of silver as his one-third-share. The rest of his textiles, 12 pieces, 3 talents 15 minas of tin with your seals, 4 dark textiles, its wrapping, 2 black donkeys with their harness, I entrusted to Aššur-ṣulūlī in the presence of Šu-Bēlum, son of Amur-ilī, (and) of Puzur-Aššur, son of Itūr-ilī.",3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-sú 17 TÚG ku-ta-nu 16.6666 ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠU.NÍGIN 4 GÚ 18 ma-na AN.NA a-wi-it i-li-a iš-tù a-lim{ki} a-di kà-ni-iš 1 GÚ-tám 4 ma-na 6.25 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-um 17.8333 ma-na 4 GÍN áš-qúl 16.6666 GÍN mu-ṭá AN.NA-ak qá-tim 4 ša bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di ḫu-ra-ma 0.3333 ma-na 6 GÍN.TA 1.6666 ma-na 4 GÍN áš-qúl 3.6666 ma-na 5 GÍN ú-kúl-ti 2 ANŠE ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re i sí-kà-tim it-ru-ú-ma a-pá-ṭá-ri-šu-nu 0.8333 ma-na AN.NA áš-qúl 0.5 ma-na 6 GÍN AN.NA a-na 1 TÚG ša ku-ku-ú 5 GÍN a-na šé-né-šu ŠU.NÍGIN 24 ma-na 10.8333 GÍN iš-tù 16.8333 ma-na AN.NA-ak qá-tim gám-ru 8.5 ma-na 0.6666 GÍN AN.NA i-na-pá-al i-na 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ḫa-tim il₅-qé-ú 2.5 GÍN KÙ.BABBAR i-pu-lu-šu-um 1.5 TÚG ù 1.5 GÍN KÙ.BABBAR iš-ra-tù-šu i ḫu-lu-qá-e 1.5 GÍN KÙ.
15a85aae-a70f-43ca-8af1-f8cd24aaae60,Iddin-abum,onomasticon,Iddin-abum,i-dí-in-a-bu-um,"Iddin-abum owes 20 minas of washed copper to Man-mahir. Month Kuzallu, eponym of Buzutaya. He must pay in one year. If he has not paid in time, he must pay interest at the rate 1 mina per ten minas per month. Witnessed by Ṣilluš-Dagān, by Aššur-bāni.",20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im ma-ma-ḫi-ir i-šu ITU.KAM li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal šu-ma lá iš-qúl 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám a-na 10 ma-na-e ú-ṣa-áb IGI ṣí-lu-uš-da-gan IGI a-šùr-ba-ni
15a85aae-a70f-43ca-8af1-f8cd24aaae60,Kuzallu,lexicon,Kuzallu,itu.kam-ku-zal-li; ku-za-li-a; ku-zal-li; ku-zal-lim; ku-zal-lim-ma; ku-zal-lu; ku-zal-lá; ku-zal-lúm; ku-zal-lúm-ma,"Iddin-abum owes 20 minas of washed copper to Man-mahir. Month Kuzallu, eponym of Buzutaya. He must pay in one year. If he has not paid in time, he must pay interest at the rate 1 mina per ten minas per month. Witnessed by Ṣilluš-Dagān, by Aššur-bāni.",20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im ma-ma-ḫi-ir i-šu ITU.KAM li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal šu-ma lá iš-qúl 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám a-na 10 ma-na-e ú-ṣa-áb IGI ṣí-lu-uš-da-gan IGI a-šùr-ba-ni
163269a4-2927-48ea-8859-989640c0b4f7,Imdī-ilum,onomasticon,Imdī-ilum,im-dí-lu-um,"1 mina 7.5 shekels of refined silver Āmur-Ištar, son of Dada, owes to Elamma. From the week of Ali-ahum and Amurrum-bāni he will pay in 11 weeks; if he does not pay he will add 1.5 shekel as interest per mina per month. Month II, eponymy of the successor of Ilšu-rabi, son of Baziya. In the presence of Imdī-ilum, son of Šu-Labān, of Ememe'i, son of Azutaya.",1 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur-IŠTAR DUMU da-da e-la-ma i-šu iš-tù ḫa-muš-tim ša a-la-ḫi-im ú {d}MAR.TU-ba-ni a-na 11 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA ṣí-ib-tám a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša qá-té DINGIR-šu-GAL DUMU ba-zi-a IGI im-dí-lim DUMU šu-lá-ba-an IGI e-me-me-i DUMU a-zu-ta-a
1690502b-bb18-49c3-9d24-e90e9f0d5ca7,Illil-bāni,onomasticon,Illil-bāni,i-li-il5-ba-ni,"Seal of Amur-Šamaš son of Miššu-rabi, seal of Nabi-Suen son of Illil-bāni, seal of Ikūn-pī-Aššur son of Šu-Ištar. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.",KIŠIB a-mur-{d}UTU DUMU mì-šu-ra-bi KIŠIB na-bi-sú-in DUMU {d}AB-ba-ni KIŠIB i-ku-pí-a-šùr DUMU šu-IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in
16cef975-beef-47dc-972d-e7364c3701b5,Iddin-abum,onomasticon,Iddin-abum,i-dí-in-a-bu-um,"To Ilī-bāni and Kuliya, to Ilī-bāni in particular say, this is what Aššur-ennam says: In Šalatiwar Kuliya gave me 0.8333 mina of silver under his seal. I brought it to Wahšušana to you and I said to you: Take this silver and pay (with it) the -tax on behalf of Kuliya, as you promised."" You answered: ""Indeed, I did promise to pay the silver."" In the presence of Aššur-lamassī, son of Aššur-mālik, and Šū-Išhara, son of Enna-Suen, the <gap>, I entrusted it to you under the seals of your brother. What did my paternal house that your brother came back on me? In Al-Timniyē, in the presence of Uzua, son of Kukulānum and Enna-Suen, son of Iddin-abum, you seized me, saying: ""When you gave me the silver with my brother's seal, who was then m?"" I answered: ""Were Aššur-lamassī and Šu-Išhara not ? And it was in their presence that I entrusted you the silver with my brother's seals.""""",a-na ì-lí-ba-ni ù ku-li-a a-na ì-lí-ba-ni qí-bi-ma um-ma a-šùr-e-nam-ma 0.8333 ma-na KÙ.BABBAR i-na ša-lá-tí-wa-ar ku-li-a ku-nu-ki-šu i-dí-nam a-na wa-aḫ-šu-ša-na a-na ṣé-ri-kà ub-lam-ma um-ma a-na-ku-ma KÙ.BABBAR le-qé-ma ša-du-a-tám ša a-šu-mì ku-li-a ša ta-pu-lu šu-qú-ul um-ma a-ta-ma ke-na KÙ.BABBAR a-pu-ul ku-nu-ki ša a-ḫi-kà IGI a-šùr-lá-ma-sí DUMU a-šur-ma-lik ù šu-iš-ḫa-ra DUMU i-na-sú-in li-me-e áp-qí-da-kum mì-nam a bé-et a-bi-a al-qé-ma a-ḫu-kà i-tù-ra-am i-na al tí-im-ni-e IGI ú-zu-a DUMU ku-ku-lá-nim ù i-na-sú-en₆ DUMU i-dí-a-bi₄-im ta-aṣ-bi₄-tí-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-ḫi-a ta-dí-na-ni ma-nu-um li-mu-um um-ma a-na-ku-ma lá a-šùr-lá-ma-sí ú šu-iš-ḫa-ra li-mu-ú ù ma-aḫ-ri-šu-nu-ma KÙ.BABBAR ku-nu-ki ša a-ḫi-a áp-qí-da-kum
17e471c7-87c4-4c0c-8edc-5d3e214b4a69,Kūn-ilum,onomasticon,Kūn-ilum,ku-ni-li; ku-ni-lim,"Say to Elamma and Kurub-Ištar, say especially to Kurub-Ištar, thus Kūn-ilum: When Ēnah-ilī brought my merchandise here and one counted the textiles in the palace in your presence, you gave 16 textiles to / as <gap> and you brought (the rest ?) safely to <gap> he has / will indeed take(n) along from the silver that is due by <gap>""""",a-na e-lá-ma ù kur-ub-IŠTAR qí-bi-ma a-na kur-ub-IŠTAR qí-bi-ma um-ma ku-ni-lúm-ma i-nu-mì e-na-ḫi-li lu-qú-tí ir-de₈-e-ni-ma i-na É.GAL-lim TÚG.ḪI.A ma-aḫ-ri-kà im-nu-ú 16 TÚG.ḪI.A a-na <gap> ta-dí-in ú <gap> tù-ša-li-ma <gap> bu-na <gap>-bu-um <gap> lu i-ta-ba-al i-na KÙ.BABBAR ša iš-tí <gap>
183f33e3-5330-44b8-a511-dfd7dbfa0b6b,La-qep,onomasticon,La-qep; Lā-qēp,lá-qé-pu-um,"22 dark textiles, 11 minas 10 shekels of tin 12 shekels of silver the price of 0.5 -textile, (and) 2.5 minas of silver, the price of 5 donkeys, are due by Ali-ahum. Concerning 2 donkeys belonging to Elamma and Lā-qēp, Ali-ahum and hinnaya will establish who of them is liable and from him who proves to be it Elamma and Lā-qēp will take 0.5 mina of silver per (donkey). In the presence of Edināya, of Ennam-Aššur.",22 šu-ru-tum 11 ma-na 10 GÍN AN.NA 12 GÍN KÙ.BABBAR ší-im 0.5 ku-ta-nim 2.5 ma-na KÙ.BABBAR ší-im 5 ANŠE.ḪI.A i li-bi₄ a-lá-ḫi-im a-na 2 ANŠE.ḪI.A ša e-lá-ma ù lá-qé-ep a-lá-ḫu-um ù ḫi-na-a uk-ta-nu-ma a-šar i-bu-ru-ni 0.5 ma-na.TA KÙ.BABBAR e-la-ma ú la-qé-ep i-la-qé-ú IGI e-dí-na-a IGI en-um-a-šùr
1899a23c-2a32-448d-99aa-9ead97436245,Šu-Laban,lexicon; onomasticon,Šu-Laban; Šu-Labān,šu-la; šu-la-ba-an; šu-la-ba-an-ma; šu-lá-ba; šu-lá-ba-an; šu-lá-ba-an-ma; šu={d}lá-ba-an,"From Itūr-ilī to Ennam Aššur: As to the matter concerning your father where I paid the balance for the owners of the silver and to which they would not agree, today the men have agreed. They said: Write so that the man's sons come here, and then you yourself decide what is fitting."" Urgent, is it not fitting with up to 5 minas of silver? Clear yourselves, come and take up the matter. Send 1 talent of washed copper <gap> the other <gap> of good quality <gap> on my journey <gap> and take washed copper for 10 minas of silver at the rate of <gap> minas of copper or higher, and send me word so I may pay the silver here. Also, I shall send a donkey to you. Aššur-ṭāb son of Azuzaya owes me 1 mina 10 shekels of silver. I have his certified tablet. The silver will come back . If Ama'i will sell his goods for silver and has left on the narrow track, then he and you should seal 2.3333 minas of silver and send it to me and to his representatives. It should pass overland in his name. Have them pay the silver and <gap> the tablet. If he starts a legal complaint, and he is on his way to Burušhaddum <gap> Šu-Laban, Ilī- <gap> 2.3333 minas of silver <gap>""",um-ma i-tur₄-DINGIR-ma a-na en-um-a-šùr qí-bi-ma a-dí a-wa-tim ša a-bi-kà ša a-na be-el KÙ.BABBAR ú-ma-li-ú-ma ma-ga-ra-am lá i-mu-ú-ni-ni ú-ma-am a-wi-lu im-ta-ag-ru-ni um-ma šu-nu-ma šu-pu-ur-ma me-er-ú a-we-lim li-li-ku-ni-ma a-li ús-ma-at-ni a-ta-ma mì-li-ik a-pu-tum KÙ.BABBAR 5 ma-na lá ús-ma-sà-a ra-ma-ku-nu za-ki-a-ma al-kà-ni-ma a-wa-at-ku-nu le-qé-a-ni 1 GÚ URUDU ma-sí-am ša É ša-ni-a-am SIG₅ <gap> ša <gap> ù ḫa-ra-ni-a šé-bi₄-lam-ma ma mì <gap> ma-na.TA URUDU ú e-li-iš ša 10 ma-na KÙ.BABBAR URUDU ma-as-a-am le-qé-a-ma tí-ir-ta-kà li-li-kam-ma KÙ.BABBAR a-na-kam lá-áš-qú-ul ú ANŠE lu-šé-ri-a-kum 1 ma-na 10 GÍN KÙ.BABBAR a-šur-DU₁₀ DUMU a-zu-za-a ḫa-bu-lam ṭup-pu-šu ḫa-ar-ma-am ú-kà-al KÙ.BABBAR ma-lá KÙ.BABBAR i-tù-wa-ar šu-ma a-ma-i lu-qú-sú a KÙ.BABBAR i-da-ma ḫa-ra-an sú-ki-ni-ma i-ta-lá-ak 2.3333 ma-na KÙ.BABBAR a-ta ú šu-ut ku-un-kà-ma a-ṣé-ri-a ú a-ṣé-er ša ki-ma šu-a-tí šé-bi₄-lá-nim GAN-lam a šu-m
19052127-2c2e-479d-b666-f1ea0ed27cb2,Šu-Ištar,lexicon; onomasticon,Šu-Ištar,su-ištar; {m}šu-ištar; šu-iš-tár; šu-iš8-tár; šu-ištar; šu-ištar-ma; šu.ištar; šu={d}ištar-ma,"Šu-Bēlum and Ennam-Aššur reached the following agreement with Ummī-Išhara and Šu-Bēlum: 6.6666 minas of silver of the house of hinnāya, 4 minas of silver of Kurub-Ištar, son of Ali-ahum and from the 'pot' of Ištar-pilah 1.3333 mina of silver have been deposited for them. As for this silver, Pilah-Ištar and Šu-Bēlum have in favor of Ummī-Išhara and Ennam-Aššur dropped their right on a share <by giving them> a house-plot of 3, which the committee of five had given them. When Ummī-Išhara and Ennam-Aššur effectuate a clearance with the investors of their father Elamma they will acquire their plot. Month X, eponymy of Ennam-Suen, son of Šu-Ištar. They will effectuate the clearance of their plot for them within three years. If they fail to do so, they will acquire 3 minas of the silver of Kurub-Ištar and so satisfy themselves with the value of their plot and will not vindicate their plot. On 3 minas of the silver of Kurub-Ištar a claim of Pilah-Ištar and Šu-Bēlum now rests. If the clearance has been effectuated they will be cleared together with their brothers. Ir'am-Aššur represented Ummī-Išhara. If any of the (other) sons of Elamma vindicates the 3 minas of silver of Kurub-Ištar, on which a claim of Pilah-Ištar and Šu-Bēlum rests, Ennam-Aššur and Ummī-Išhara will clear them. In the presence of Iddin-Adad, son of Šu-Ištar, of Ennam-Aššur, son of Ṣilli-Ištar, of Ennānum, son of Abussa, of Šu-Anum, son of Lā-qēp. In accordance with the testamentary dispositions applying to them.",iš-tí um-mì-iš-ḫa-ra ù en-um-a-šùr pí-lá-aḫ-IŠTAR ù šu-be-lúm i-mì-ig-ru-ma KÙ.BABBAR 6.6666 ma-na ša É ḫi-na-a 4 ma-na KÙ.BABBAR ša kur-ub-IŠTAR DUMU a-lá-ḫi-im ù i-na ku-ur-sí-nim ša IŠTAR-pì-lá-aḫ 1.3333 ma-na KÙ.BABBAR na-dí-šu-nu-tí KÙ.BABBAR a-nàm pì-lá-aḫ-IŠTAR ù šu-be-lúm a-na um-mì-iš-ḫa-ra ù en-um-a-šur qá-sú-nu ik-bu-sú-ma ša-lá-áš šu-ba-tim qá-qí-ri ša 5-tum i-dí-nu-šu-nu-tí-ni iš-tí um-mì-a-an e-lá-ma a-bi-šu-nu um-mì-iš-ḫa-ra ù en-um-a-šùr ú-bu-bu qá-qí-ri-šu-nu i-lá-qé-ú ITU.KAM té-i-na-tim li-mu-um en-na-sú-en₆ DUMU šu-a-šùr a-na 3 ša-na-tim qá-qí-ri-šu-nu ú-bu-bu-šu-nu-tí šu-ma lá ú-bi-bu-ú 3 ma-na KÙ.BABBAR i-na ša kur-ub-IŠTAR i-lá-qé-ú-ma ší-im qá-qí-ri-šu-nu uš-ta-bu-ú-ma a-na qá-qí-ri-šu-nu ù-lá i-tù-ru i-na 3 ma-na KÙ.BABBAR ša kur-ub-IŠTAR qá-tí pì-lá-aḫ-IŠTAR ù šu-be-lim ša-ak-na-at šu-ma té-bi-ib-tum i-tab-ší qá-dí a-ḫi-šu-n
